计数            温度            样品电压          样品电流          霍尔电势          磁场强度          励磁电流
534           296.3         0.0945        0.1414        -0.2491       -148.0        2.9120
535           296.3         0.0946        0.1414        -0.2499       -148.8        2.9120
536           296.3         0.0949        0.1414        -0.2505       -149.4        2.9280
537           296.3         0.0950        0.1414        -0.2509       -150.4        2.9440
538           296.3         0.0952        0.1415        -0.2516       -150.4        2.9590
539           296.3         0.0954        0.1414        -0.2523       -151.2        2.9770
540           296.3         0.0956        0.1414        -0.2527       -151.8        2.9970
541           296.2         0.0957        0.1414        -0.2531       -153.0        2.9970
542           296.3         0.0959        0.1414        -0.2539       -153.0        3.0120
543           296.3         0.0961        0.1414        -0.2544       -153.9        3.0370
544           296.3         0.0962        0.1414        -0.2551       -154.9        3.0530
545           296.3         0.0964        0.1414        -0.2557       -155.7        3.0640
546           296.3         0.0966        0.1414        -0.2561       -156.7        3.0640
547           296.3         0.0968        0.1414        -0.2566       -156.7        3.0850
548           296.3         0.0969        0.1414        -0.2573       -157.6        3.1070
549           296.3         0.0971        0.1414        -0.2579       -158.6        3.1220
550           296.3         0.0973        0.1414        -0.2583       -159.6        3.1400
551           296.3         0.0974        0.1414        -0.2590       -160.2        3.1400
552           296.3         0.0976        0.1414        -0.2596       -161.0        3.1600
553           296.3         0.0978        0.1414        -0.2601       -161.8        3.1720
554           296.2         0.0979        0.1414        -0.2608       -161.8        3.1880
555           296.3         0.0981        0.1414        -0.2613       -162.6        3.2050
556           296.3         0.0983        0.1414        -0.2618       -163.4        3.2250
557           296.2         0.0985        0.1414        -0.2625       -164.2        3.2380
558           296.3         0.0987        0.1414        -0.2632       -165.1        3.2510
559           296.3         0.0988        0.1414        -0.2635       -165.9        3.2510
560           296.3         0.0989        0.1414        -0.2637       -165.9        3.2600
561           296.3         0.0989        0.1414        -0.2633       -165.7        3.2380
562           296.3         0.0987        0.1414        -0.2629       -165.1        3.2180
563           296.3         0.0986        0.1414        -0.2623       -164.6        3.2050
564           296.3         0.0985        0.1414        -0.2620       -163.8        3.1940
565           296.2         0.0983        0.1414        -0.2615       -163.0        3.1720
566           296.3         0.0982        0.1414        -0.2609       -162.3        3.1720
567           296.3         0.0980        0.1414        -0.2605       -161.8        3.1570
568           296.3         0.0979        0.1414        -0.2599       -160.9        3.1400
569           296.3         0.0977        0.1415        -0.2594       -160.9        3.1250
570           296.3         0.0976        0.1414        -0.2590       -160.2        3.1070
571           296.3         0.0974        0.1414        -0.2584       -159.6        3.0900
572           296.3         0.0973        0.1414        -0.2579       -158.8        3.0750
573           296.3         0.0971        0.1414        -0.2574       -158.0        3.0640
574           296.3         0.0969        0.1414        -0.2569       -157.2        3.0420
575           296.3         0.0967        0.1414        -0.2564       -156.5        3.0420
576           296.3         0.0966        0.1414        -0.2558       -156.5        3.0310
577           296.3         0.0964        0.1414        -0.2554       -155.5        3.0100
578           296.3         0.0963        0.1414        -0.2547       -154.9        2.9890
579           296.3         0.0961        0.1414        -0.2541       -154.3        2.9770
580           296.3         0.0959        0.1414        -0.2536       -153.3        2.9620
581           296.3         0.0958        0.1414        -0.2531       -152.5        2.9440
582           296.3         0.0956        0.1414        -0.2524       -151.7        2.9440
583           296.3         0.0954        0.1414        -0.2521       -151.0        2.9260
584           296.3         0.0952        0.1414        -0.2515       -150.2        2.9120
585           296.3         0.0951        0.1414        -0.2508       -150.2        2.8970
586           296.3         0.0949        0.1414        -0.2503       -149.4        2.8800
587           296.3         0.0948        0.1414        -0.2498       -148.6        2.8590
588           296.3         0.0946        0.1414        -0.2491       -147.8        2.8470
589           296.2         0.0944        0.1414        -0.2485       -147.0        2.8340
590           296.3         0.0942        0.1414        -0.2480       -146.0        2.8140
591           296.3         0.0941        0.1414        -0.2474       -145.4        2.8140
592           296.3         0.0940        0.1414        -0.2470       -144.7        2.7980
593           296.3         0.0937        0.1414        -0.2463       -143.8        2.7820
594           296.3         0.0936        0.1414        -0.2457       -143.8        2.7670
595           296.3         0.0934        0.1414        -0.2453       -143.1        2.7490
596           296.3         0.0933        0.1414        -0.2447       -142.3        2.7320
597           296.3         0.0931        0.1414        -0.2440       -141.5        2.7160
598           296.3         0.0929        0.1414        -0.2435       -140.5        2.7060
599           296.3         0.0928        0.1414        -0.2429       -139.7        2.6840
600           296.3         0.0926        0.1414        -0.2425       -138.9        2.6840
601           296.3         0.0925        0.1414        -0.2416       -138.9        2.6730
602           296.3         0.0923        0.1414        -0.2412       -138.1        2.6470
603           296.3         0.0921        0.1414        -0.2407       -137.2        2.6300
604           296.3         0.0919        0.1414        -0.2402       -136.4        2.6300
605           296.3         0.0917        0.1414        -0.2396       -135.6        2.6090
606           296.3         0.0916        0.1414        -0.2390       -134.6        2.5980
607           296.3         0.0914        0.1414        -0.2383       -134.6        2.5820
608           296.3         0.0913        0.1414        -0.2379       -133.8        2.5650
609           296.3         0.0911        0.1414        -0.2372       -133.1        2.5450
610           296.3         0.0909        0.1414        -0.2367       -132.0        2.5450
611           296.3         0.0908        0.1414        -0.2360       -130.9        2.5250
612           296.3         0.0906        0.1414        -0.2355       -130.9        2.5110
613           296.3         0.0904        0.1414        -0.2349       -130.2        2.4900
614           296.3         0.0902        0.1414        -0.2342       -129.1        2.4900
615           296.3         0.0900        0.1414        -0.2337       -128.1        2.4670
616           296.3         0.0899        0.1414        -0.2330       -128.1        2.4520
617           296.3         0.0897        0.1414        -0.2326       -127.3        2.4350
618           296.3         0.0895        0.1414        -0.2319       -126.5        2.4150
619           296.3         0.0893        0.1414        -0.2314       -125.7        2.4020
620           296.3         0.0892        0.1414        -0.2308       -124.9        2.3910
621           296.3         0.0890        0.1414        -0.2301       -124.1        2.3700
622           296.3         0.0889        0.1414        -0.2295       -123.1        2.3700
623           296.3         0.0887        0.1414        -0.2290       -122.5        2.3550
624           296.3         0.0885        0.1414        -0.2284       -121.5        2.3370
625           296.3         0.0884        0.1414        -0.2279       -121.5        2.3250
626           296.3         0.0882        0.1414        -0.2271       -120.9        2.3040
627           296.3         0.0880        0.1414        -0.2267       -119.9        2.2870
628           296.3         0.0879        0.1414        -0.2261       -118.9        2.2720
629           296.3         0.0877        0.1414        -0.2254       -118.1        2.2720
630           296.3         0.0875        0.1414        -0.2249       -117.5        2.2510
631           296.3         0.0874        0.1414        -0.2243       -116.5        2.2390
632           296.3         0.0872        0.1414        -0.2236       -116.5        2.2190
633           296.3         0.0870        0.1413        -0.2232       -115.7        2.2070
634           296.3         0.0868        0.1414        -0.2226       -114.9        2.1860
635           296.3         0.0867        0.1414        -0.2219       -114.3        2.1740
636           296.3         0.0864        0.1414        -0.2215       -113.3        2.1610
637           296.3         0.0863        0.1414        -0.2208       -112.3        2.1420
638           296.3         0.0861        0.1414        -0.2202       -111.7        2.1420
639           296.3         0.0860        0.1414        -0.2197       -110.9        2.1230
640           296.3         0.0858        0.1414        -0.2191       -109.9        2.1090
641           296.3         0.0856        0.1414        -0.2183       -109.9        2.0940
642           296.3         0.0855        0.1413        -0.2179       -109.3        2.0770
643           296.3         0.0853        0.1413        -0.2172       -108.5        2.0560
644           296.3         0.0851        0.1413        -0.2165       -107.7        2.0440
645           296.3         0.0850        0.1413        -0.2161       -106.7        2.0330
646           296.3         0.0848        0.1413        -0.2155       -105.7        2.0330
647           296.3         0.0847        0.1414        -0.2149       -105.7        2.0110
648           296.3         0.0845        0.1414        -0.2144       -104.9        1.9900
649           296.3         0.0844        0.1414        -0.2137       -104.1        1.9720
650           296.3         0.0842        0.1414        -0.2132       -103.1        1.9570
651           296.3         0.0840        0.1414        -0.2125       -102.2        1.9570
652           296.3         0.0838        0.1413        -0.2120       -101.4        1.9360
653           296.3         0.0837        0.1413        -0.2114       -100.6        1.9240
654           296.3         0.0836        0.1414        -0.2108       -100.6        1.9030
655           296.3         0.0833        0.1413        -0.2103       -99.6         1.8920
656           296.3         0.0832        0.1413        -0.2096       -99.0         1.8720
657           296.3         0.0831        0.1413        -0.2091       -98.1         1.8600
658           296.3         0.0829        0.1414        -0.2086       -97.3         1.8440
659           296.3         0.0827        0.1413        -0.2079       -96.4         1.8440
660           296.3         0.0826        0.1413        -0.2075       -96.4         1.8270
661           296.3         0.0824        0.1414        -0.2069       -95.4         1.8060
662           296.3         0.0822        0.1414        -0.2062       -94.6         1.7850
663           296.3         0.0821        0.1413        -0.2057       -93.6         1.7850
664           296.3         0.0820        0.1413        -0.2051       -92.8         1.7650
665           296.3         0.0818        0.1413        -0.2045       -91.7         1.7520
666           296.3         0.0816        0.1413        -0.2038       -91.7         1.7360
667           296.3         0.0815        0.1413        -0.2033       -91.1         1.7190
668           296.3         0.0813        0.1413        -0.2027       -90.2         1.6990
669           296.3         0.0812        0.1413        -0.2021       -89.4         1.6860
670           296.3         0.0810        0.1413        -0.2016       -88.5         1.6750
671           296.3         0.0809        0.1414        -0.2011       -87.5         1.6750
672           296.3         0.0808        0.1413        -0.2005       -87.5         1.6540
673           296.3         0.0806        0.1413        -0.1998       -86.7         1.6320
674           296.3         0.0804        0.1413        -0.1995       -85.6         1.6140
675           296.3         0.0802        0.1413        -0.1989       -84.8         1.5990
676           296.3         0.0801        0.1413        -0.1981       -83.8         1.5990
677           296.3         0.0799        0.1414        -0.1978       -83.2         1.5780
678           296.3         0.0798        0.1413        -0.1971       -82.2         1.5670
679           296.3         0.0797        0.1413        -0.1964       -82.2         1.5460
680           296.3         0.0795        0.1413        -0.1960       -81.4         1.5350
681           296.3         0.0793        0.1413        -0.1954       -80.6         1.5140
682           296.3         0.0792        0.1413        -0.1948       -79.8         1.5020
683           296.3         0.0790        0.1413        -0.1943       -79.0         1.4860
684           296.3         0.0789        0.1413        -0.1938       -78.0         1.4700
685           296.3         0.0788        0.1413        -0.1931       -77.2         1.4700
686           296.3         0.0786        0.1413        -0.1927       -76.5         1.4500
687           296.3         0.0785        0.1414        -0.1920       -75.6         1.4370
688           296.3         0.0784        0.1413        -0.1913       -75.6         1.4170
689           296.3         0.0781        0.1413        -0.1909       -74.8         1.4040
690           296.3         0.0780        0.1413        -0.1904       -74.0         1.3840
691           296.3         0.0779        0.1413        -0.1897       -73.2         1.3720
692           296.3         0.0777        0.1413        -0.1893       -72.4         1.3580
693           296.3         0.0776        0.1413        -0.1886       -71.4         1.3390
694           296.3         0.0774        0.1413        -0.1881       -70.6         1.3390
695           296.3         0.0773        0.1414        -0.1876       -69.9         1.3230
696           296.3         0.0771        0.1414        -0.1870       -68.8         1.3070
697           296.3         0.0770        0.1414        -0.1863       -68.8         1.2910
698           296.3         0.0768        0.1414        -0.1859       -68.2         1.2740
699           296.3         0.0767        0.1414        -0.1852       -67.4         1.2540
700           296.3         0.0766        0.1414        -0.1847       -66.4         1.2410
701           296.3         0.0764        0.1414        -0.1841       -65.4         1.2410
702           296.3         0.0762        0.1413        -0.1835       -64.6         1.2200
703           296.3         0.0760        0.1414        -0.1829       -63.8         1.2090
704           296.3         0.0759        0.1414        -0.1822       -63.8         1.1870
705           296.3         0.0757        0.1414        -0.1816       -62.8         1.1760
706           296.3         0.0756        0.1413        -0.1810       -62.2         1.1560
707           296.3         0.0754        0.1413        -0.1801       -61.2         1.1440
708           296.3         0.0752        0.1414        -0.1797       -60.6         1.1270
709           296.3         0.0750        0.1414        -0.1790       -59.6         1.1110
710           296.3         0.0749        0.1414        -0.1782       -58.8         1.1110
711           296.3         0.0747        0.1414        -0.1775       -58.2         1.0900
712           296.3         0.0745        0.1414        -0.1768       -57.2         1.0780
713           296.3         0.0743        0.1414        -0.1760       -57.2         1.0580
714           296.3         0.0741        0.1413        -0.1754       -56.2         1.0460
715           296.3         0.0739        0.1413        -0.1747       -55.6         1.0260
716           296.3         0.0738        0.1413        -0.1741       -54.6         1.0260
717           296.3         0.0736        0.1413        -0.1732       -54.6         1.0050
718           296.3         0.0734        0.1414        -0.1726       -53.5         0.9830
719           296.3         0.0733        0.1414        -0.1719       -52.5         0.9710
720           296.3         0.0731        0.1414        -0.1712       -51.7         0.9560
721           296.3         0.0729        0.1413        -0.1705       -50.8         0.9380
722           296.3         0.0728        0.1413        -0.1696       -49.9         0.9380
723           296.3         0.0726        0.1413        -0.1690       -49.3         0.9210
724           296.3         0.0724        0.1413        -0.1682       -48.3         0.9060
725           296.3         0.0722        0.1413        -0.1674       -48.3         0.8900
726           296.3         0.0720        0.1413        -0.1665       -47.7         0.8710
727           296.3         0.0717        0.1413        -0.1659       -46.4         0.8520
728           296.3         0.0716        0.1413        -0.1652       -45.6         0.8520
729           296.3         0.0714        0.1413        -0.1642       -45.6         0.8390
730           296.3         0.0712        0.1413        -0.1635       -44.5         0.8190
731           296.3         0.0710        0.1413        -0.1627       -44.0         0.7980
732           296.3         0.0708        0.1413        -0.1618       -42.9         0.7860
733           296.3         0.0706        0.1413        -0.1610       -42.2         0.7670
734           296.3         0.0704        0.1413        -0.1602       -41.2         0.7530
735           296.3         0.0702        0.1413        -0.1591       -40.4         0.7530
736           296.3         0.0700        0.1413        -0.1585       -39.8         0.7320
737           296.3         0.0698        0.1413        -0.1575       -38.8         0.7210
738           296.3         0.0696        0.1413        -0.1564       -38.8         0.7010
739           296.3         0.0693        0.1413        -0.1556       -38.0         0.6880
740           296.3         0.0691        0.1413        -0.1546       -37.2         0.6680
741           296.3         0.0689        0.1413        -0.1538       -36.2         0.6680
742           296.3         0.0687        0.1413        -0.1526       -35.4         0.6470
743           296.3         0.0685        0.1412        -0.1515       -34.3         0.6340
744           296.3         0.0683        0.1413        -0.1502       -34.3         0.6190
745           296.3         0.0679        0.1412        -0.1491       -33.7         0.6010
746           296.3         0.0677        0.1413        -0.1479       -32.9         0.5810
747           296.3         0.0674        0.1413        -0.1465       -32.1         0.5690
748           296.3         0.0671        0.1413        -0.1451       -31.1         0.5540
749           296.3         0.0668        0.1412        -0.1437       -30.3         0.5540
750           296.3         0.0665        0.1413        -0.1423       -29.3         0.5360
751           296.3         0.0663        0.1413        -0.1400       -29.3         0.5150
752           296.3         0.0659        0.1413        -0.1384       -28.5         0.5040
753           296.3         0.0654        0.1413        -0.1363       -27.7         0.4840
754           296.3         0.0650        0.1413        -0.1332       -26.7         0.4690
755           296.3         0.0645        0.1413        -0.1308       -26.1         0.4510
756           296.3         0.0640        0.1413        -0.1282       -25.1         0.4380
757           296.3         0.0636        0.1413        -0.1245       -24.3         0.4380
758           296.3         0.0629        0.1413        -0.1216       -23.5         0.4170
759           296.3         0.0624        0.1413        -0.1186       -22.5         0.4060
760           296.3         0.0619        0.1413        -0.1143       -22.5         0.3850
761           296.3         0.0612        0.1412        -0.1113       -21.7         0.3740
762           296.3         0.0606        0.1412        -0.1082       -21.1         0.3540
763           296.3         0.0602        0.1412        -0.1039       -20.1         0.3410
764           296.3         0.0595        0.1412        -0.1007       -19.3         0.3250
765           296.3         0.0590        0.1412        -0.0974       -18.3         0.3090
766           296.3         0.0585        0.1412        -0.0929       -17.5         0.3090
767           296.3         0.0579        0.1412        -0.0896       -16.9         0.2890
768           296.3         0.0574        0.1412        -0.0862       -15.9         0.2760
769           296.3         0.0570        0.1412        -0.0821       -15.9         0.2610
770           296.3         0.0564        0.1412        -0.0782       -15.1         0.2440
771           296.3         0.0559        0.1412        -0.0747       -14.5         0.2230
772           296.3         0.0555        0.1412        -0.0714       -13.3         0.2230
773           296.3         0.0550        0.1412        -0.0668       -12.2         0.2050
774           296.3         0.0546        0.1412        -0.0633       -12.2         0.1900
775           296.3         0.0542        0.1412        -0.0598       -11.7         0.1690
776           296.3         0.0538        0.1412        -0.0548       -10.8         0.1530
777           296.3         0.0534        0.1412        -0.0514       -10.0         0.1360
778           296.3         0.0530        0.1412        -0.0478       -9.0          0.1200
779           296.3         0.0527        0.1412        -0.0426       -8.2          0.1200
780           296.3         0.0523        0.1412        -0.0390       -7.4          0.1020
781           296.3         0.0521        0.1413        -0.0355       -6.6          0.0920
782           296.3         0.0519        0.1413        -0.0304       -6.6          0.0700
783           296.3         0.0516        0.1413        -0.0268       -5.6          0.0590
784           296.3         0.0514        0.1413        -0.0231       -5.1          0.0390
785           296.3         0.0512        0.1412        -0.0179       -3.8          0.0390
786           296.3         0.0511        0.1413        -0.0142       -2.9          0.0160
787           296.3         0.0509        0.1413        -0.0105       -2.9          0.0050
788           296.3         0.0509        0.1413        -0.0063       -2.5          0.0150
789           296.3         0.0509        0.1413        -0.0023       -1.3          0.0320
790           296.3         0.0509        0.1413        0.0016        -0.5          0.0480
791           296.3         0.0508        0.1412        0.0068        0.3           0.0480
792           296.3         0.0509        0.1412        0.0105        1.1           0.0690
793           296.3         0.0510        0.1412        0.0144        1.1           0.0810
794           296.3         0.0511        0.1412        0.0195        2.0           0.1020
795           296.3         0.0513        0.1412        0.0232        3.2           0.1240
796           296.3         0.0515        0.1412        0.0272        4.0           0.1240
797           296.3         0.0517        0.1413        0.0309        4.0           0.1360
798           296.3         0.0519        0.1413        0.0359        4.9           0.1610
799           296.3         0.0522        0.1413        0.0396        5.9           0.1780
800           296.3         0.0524        0.1413        0.0431        6.9           0.1940
801           296.3         0.0527        0.1412        0.0483        7.7           0.1940
802           296.3         0.0532        0.1412        0.0519        8.5           0.2110
803           296.3         0.0535        0.1412        0.0554        9.3           0.2220
804           296.3         0.0538        0.1413        0.0604        9.3           0.2440
805           296.3         0.0544        0.1412        0.0639        10.1          0.2550
806           296.3         0.0547        0.1412        0.0675        10.9          0.2750
807           296.3         0.0551        0.1412        0.0723        11.7          0.2910
808           296.3         0.0557        0.1412        0.0758        12.5          0.3080
809           296.3         0.0561        0.1412        0.0793        13.3          0.3210
810           296.3         0.0565        0.1413        0.0841        14.1          0.3210
811           296.3         0.0571        0.1412        0.0874        14.9          0.3410
812           296.3         0.0576        0.1412        0.0909        14.9          0.3520
813           296.3         0.0580        0.1412        0.0955        15.7          0.3740
814           296.3         0.0587        0.1412        0.0987        16.9          0.3900
815           296.3         0.0592        0.1412        0.1020        17.7          0.4060
816           296.3         0.0597        0.1412        0.1066        18.5          0.4060
817           296.3         0.0604        0.1413        0.1098        19.1          0.4280
818           296.3         0.0609        0.1412        0.1129        20.1          0.4390
819           296.3         0.0614        0.1412        0.1173        20.1          0.4600
820           296.3         0.0620        0.1412        0.1203        20.9          0.4710
821           296.3         0.0625        0.1413        0.1234        21.5          0.4920
822           296.3         0.0630        0.1413        0.1269        22.3          0.5040
823           296.3         0.0637        0.1413        0.1300        23.1          0.5190
824           296.3         0.0642        0.1413        0.1328        24.0          0.5360
825           296.3         0.0646        0.1413        0.1357        24.8          0.5360
826           296.3         0.0650        0.1413        0.1384        24.8          0.5520
827           296.3         0.0656        0.1412        0.1404        25.9          0.5690
828           296.3         0.0659        0.1413        0.1422        26.5          0.5890
829           296.3         0.0662        0.1413        0.1447        27.3          0.6050
830           296.3         0.0666        0.1413        0.1461        28.1          0.6230
831           296.3         0.0669        0.1413        0.1476        29.0          0.6230
832           296.3         0.0672        0.1413        0.1495        29.0          0.6380
833           296.3         0.0675        0.1413        0.1506        30.2          0.6650
834           296.3         0.0678        0.1413        0.1519        31.0          0.6770
835           296.3         0.0680        0.1413        0.1533        32.0          0.6770
836           296.3         0.0683        0.1413        0.1542        32.8          0.6990
837           296.3         0.0685        0.1413        0.1553        33.6          0.7100
838           296.3         0.0687        0.1413        0.1566        33.6          0.7320
839           296.3         0.0690        0.1413        0.1574        34.4          0.7430
840           296.3         0.0692        0.1413        0.1584        35.1          0.7630
841           296.3         0.0694        0.1413        0.1595        36.0          0.7750
842           296.3         0.0697        0.1413        0.1603        36.9          0.7930
843           296.3         0.0698        0.1413        0.1612        37.8          0.8080
844           296.3         0.0700        0.1413        0.1623        38.5          0.8080
845           296.3         0.0702        0.1413        0.1630        39.3          0.8290
846           296.3         0.0705        0.1413        0.1639        40.1          0.8410
847           296.3         0.0706        0.1413        0.1650        40.1          0.8620
848           296.3         0.0709        0.1414        0.1656        41.0          0.8730
849           296.3         0.0710        0.1414        0.1665        41.7          0.8940
850           296.3         0.0712        0.1414        0.1673        42.5          0.9060
851           296.3         0.0714        0.1413        0.1682        43.6          0.9060
852           296.3         0.0716        0.1413        0.1689        44.4          0.9270
853           296.3         0.0718        0.1413        0.1696        44.4          0.9440
854           296.3         0.0719        0.1413        0.1705        45.1          0.9650
855           296.3         0.0721        0.1413        0.1711        46.2          0.9810
856           296.3         0.0723        0.1413        0.1718        47.0          0.9970
857           296.3         0.0725        0.1413        0.1726        47.8          0.9970
858           296.3         0.0727        0.1413        0.1733        48.6          1.0140
859           296.3         0.0728        0.1413        0.1740        49.4          1.0240
860           296.3         0.0730        0.1413        0.1750        49.4          1.0460
861           296.3         0.0732        0.1413        0.1755        50.2          1.0570
862           296.3         0.0734        0.1413        0.1762        50.9          1.0770
863           296.3         0.0736        0.1413        0.1770        51.8          1.0900
864           296.3         0.0738        0.1413        0.1778        52.5          1.1100
865           296.4         0.0739        0.1413        0.1785        53.5          1.1240
866           296.3         0.0741        0.1413        0.1793        54.3          1.1240
867           296.3         0.0743        0.1413        0.1799        54.9          1.1440
868           296.3         0.0745        0.1413        0.1805        55.7          1.1550
869           296.3         0.0746        0.1413        0.1814        55.7          1.1760
870           296.3         0.0748        0.1414        0.1819        56.7          1.1870
871           296.3         0.0750        0.1413        0.1826        57.3          1.2080
872           296.3         0.0751        0.1413        0.1834        58.3          1.2200
873           296.3         0.0754        0.1414        0.1839        58.9          1.2370
874           296.3         0.0755        0.1414        0.1846        59.7          1.2520
875           296.3         0.0756        0.1414        0.1853        60.5          1.2520
876           296.3         0.0758        0.1414        0.1859        60.5          1.2710
877           296.3         0.0760        0.1413        0.1865        61.7          1.2880
878           296.3         0.0762        0.1413        0.1870        62.2          1.3050
879           296.4         0.0762        0.1413        0.1878        63.5          1.3050
880           296.3         0.0765        0.1413        0.1883        64.4          1.3290
881           296.3         0.0766        0.1413        0.1889        64.4          1.3460
882           296.3         0.0768        0.1413        0.1895        65.1          1.3650
883           296.3         0.0769        0.1413        0.1900        66.0          1.3830
884           296.3         0.0770        0.1413        0.1906        66.8          1.3980
885           296.4         0.0772        0.1413        0.1912        67.6          1.3980
886           296.3         0.0774        0.1413        0.1917        68.4          1.4150
887           296.4         0.0775        0.1413        0.1923        69.3          1.4260
888           296.4         0.0776        0.1414        0.1929        69.3          1.4480
889           296.4         0.0779        0.1413        0.1934        70.1          1.4590
890           296.4         0.0779        0.1413        0.1940        70.7          1.4790
891           296.4         0.0780        0.1413        0.1947        71.7          1.4920
892           296.3         0.0782        0.1413        0.1951        72.5          1.5120
893           296.3         0.0784        0.1413        0.1957        73.3          1.5120
894           296.4         0.0785        0.1413        0.1964        73.3          1.5240
895           296.4         0.0787        0.1413        0.1969        74.3          1.5510
896           296.4         0.0788        0.1413        0.1974        75.4          1.5670
897           296.4         0.0790        0.1413        0.1980        76.2          1.5670
898           296.4         0.0792        0.1413        0.1985        76.8          1.5880
899           296.3         0.0793        0.1413        0.1991        77.8          1.6000
900           296.4         0.0794        0.1414        0.1998        77.8          1.6210
901           296.3         0.0796        0.1414        0.2004        78.4          1.6380
902           296.4         0.0797        0.1414        0.2008        79.4          1.6540
903           296.4         0.0799        0.1413        0.2013        80.2          1.6710
904           296.4         0.0800        0.1413        0.2021        81.2          1.6710
905           296.4         0.0802        0.1413        0.2025        81.8          1.6860
906           296.4         0.0804        0.1414        0.2031        82.6          1.6970
907           296.4         0.0804        0.1413        0.2038        82.6          1.7190
908           296.4         0.0807        0.1413        0.2042        83.4          1.7300
909           296.4         0.0808        0.1414        0.2049        84.1          1.7500
910           296.3         0.0809        0.1414        0.2056        85.1          1.7670
911           296.4         0.0811        0.1414        0.2060        85.7          1.7840
912           296.4         0.0813        0.1414        0.2066        86.5          1.7980
913           296.4         0.0814        0.1414        0.2073        87.3          1.7980
914           296.4         0.0816        0.1414        0.2078        88.1          1.8170
915           296.4         0.0817        0.1414        0.2084        88.9          1.8270
916           296.4         0.0819        0.1414        0.2091        88.9          1.8490
917           296.4         0.0821        0.1414        0.2095        89.7          1.8600
918           296.4         0.0822        0.1414        0.2102        90.5          1.8800
919           296.4         0.0823        0.1414        0.2108        91.3          1.8930
920           296.4         0.0825        0.1414        0.2113        92.0          1.9110
921           296.4         0.0827        0.1414        0.2119        92.8          1.9240
922           296.4         0.0828        0.1414        0.2126        93.8          1.9240
923           296.4         0.0830        0.1414        0.2131        94.4          1.9460
924           296.4         0.0832        0.1414        0.2137        95.2          1.9570
925           296.4         0.0833        0.1414        0.2143        95.2          1.9780
926           296.4         0.0835        0.1414        0.2150        96.0          1.9980
927           296.4         0.0836        0.1414        0.2154        97.0          2.0110
928           296.4         0.0838        0.1414        0.2159        97.8          2.0110
929           296.4         0.0839        0.1414        0.2167        97.8          2.0300
930           296.4         0.0841        0.1414        0.2173        98.9          2.0540
931           296.4         0.0842        0.1414        0.2178        99.7          2.0660
932           296.4         0.0844        0.1414        0.2185        100.7         2.0660
933           296.4         0.0846        0.1414        0.2190        101.5         2.0880
934           296.4         0.0848        0.1414        0.2196        102.3         2.0990
935           296.4         0.0849        0.1414        0.2203        102.3         2.1200
936           296.4         0.0851        0.1414        0.2207        103.1         2.1320
937           296.4         0.0852        0.1414        0.2214        103.8         2.1510
938           296.4         0.0854        0.1414        0.2221        104.7         2.1680
939           296.4         0.0856        0.1414        0.2226        105.4         2.1840
940           296.4         0.0857        0.1414        0.2231        106.2         2.1990
941           296.4         0.0858        0.1414        0.2238        107.0         2.1990
942           296.4         0.0861        0.1414        0.2243        107.6         2.2180
943           296.4         0.0862        0.1414        0.2249        108.4         2.2280
944           296.4         0.0863        0.1414        0.2256        108.4         2.2500
945           296.4         0.0867        0.1414        0.2261        109.4         2.2610
946           296.4         0.0868        0.1414        0.2267        110.0         2.2810
947           296.4         0.0869        0.1414        0.2274        110.8         2.2950
948           296.4         0.0871        0.1414        0.2278        111.7         2.3120
949           296.4         0.0873        0.1414        0.2285        112.5         2.3120
950           296.4         0.0874        0.1415        0.2292        113.4         2.3260
951           296.4         0.0876        0.1415        0.2299        113.4         2.3480
952           296.4         0.0878        0.1414        0.2304        114.1         2.3630
953           296.4         0.0879        0.1414        0.2310        114.7         2.3810
954           296.4         0.0881        0.1414        0.2315        115.7         2.3990
955           296.4         0.0883        0.1414        0.2320        116.3         2.4130
956           296.4         0.0884        0.1414        0.2326        117.1         2.4320
957           296.4         0.0886        0.1414        0.2333        117.9         2.4320
958           296.4         0.0888        0.1413        0.2338        118.7         2.4450
959           296.4         0.0889        0.1413        0.2343        119.6         2.4570
960           296.4         0.0891        0.1414        0.2352        119.6         2.4780
961           296.4         0.0893        0.1414        0.2356        120.4         2.4900
962           296.4         0.0895        0.1414        0.2361        121.0         2.5090
963           296.4         0.0896        0.1414        0.2369        121.8         2.5260
964           296.4         0.0898        0.1414        0.2373        122.6         2.5430
965           296.4         0.0900        0.1414        0.2379        123.4         2.5570
966           296.4         0.0901        0.1413        0.2386        124.1         2.5570
967           296.4         0.0903        0.1413        0.2391        124.9         2.5760
968           296.4         0.0905        0.1413        0.2397        124.9         2.5870
969           296.4         0.0906        0.1413        0.2404        125.7         2.6100
970           296.4         0.0908        0.1413        0.2410        127.0         2.6300
971           296.4         0.0910        0.1414        0.2416        127.6         2.6300
972           296.4         0.0912        0.1414        0.2422        127.6         2.6440
973           296.4         0.0913        0.1414        0.2427        128.6         2.6690
974           296.4         0.0915        0.1414        0.2433        129.4         2.6840
975           296.4         0.0916        0.1414        0.2440        130.4         2.7050
976           296.4         0.0918        0.1414        0.2445        131.0         2.7050
977           296.4         0.0920        0.1414        0.2450        131.6         2.7160
978           296.4         0.0922        0.1414        0.2458        132.6         2.7280
979           296.4         0.0923        0.1413        0.2462        132.6         2.7490
980           296.4         0.0925        0.1414        0.2468        133.4         2.7640
981           296.4         0.0927        0.1414        0.2472        133.9         2.7800
